申報種類,交易標的種類,土地數量,建物數量,車位數量,幾房,幾廳,幾衛,有無隔間,建物型態,房地總價,土地總價,建物總價,車位總價,有無管理組織,交易日期,備註欄,行政區代碼,代表段號,土地移轉面積,代表地號都市土地使用分區,代表地號非都市土地使用分區,代表地號非都市土地使用地,建物移轉面積,代表建號主要用途,代表建號主要建材,代表建號總層數,代表建號建築完成日期,代表建號屋齡,代表建號層次,車位總價格,車位總持分面積,地建號範圍,行政區,地段
買賣,房地(土地+建物),1,1,,3,3,2,Y,廠辦,11500000,,,,N,1081118,,21,2526,219.6,工,,,332.09,工業用,見其他登記事項,4,841021,24,一層;二層;三層;四層,,,安林四街31~60號,燕巢區,安西段
買賣,土地,1,,,,,,Y,,15300000,15300000,,,N,1081031,,21,2503,2905,,一般農業區,農牧用地,,,,,,,,,,湖子內段121~150地號,燕巢區,湖子內段
買賣,房地(土地+建物),3,1,,5,2,4,Y,透天厝,10500000,,,,N,1081117,,21,2538,118.75,住,,,201.88,住家用,見其他登記事項,4,1040529,4,一層;二層;三層;四層;屋頂突出物,,,海成街38巷9弄1~30號,燕巢區,海城段
買賣,房地(土地+建物),2,1,,,,,N,工廠,7000000,,,,N,1081217,,21,2543,242.63,,一般農業區,丁種建築用地,135.1,工業用,鋼造,1,830410,26,一層,,,鳳東路312巷1~30號,燕巢區,鳳龍段
買賣,房地(土地+建物),1,1,,4,2,4,Y,透天厝,9900000,4950000,4950000,,N,1081125,,21,2521,78.66,住,,,174.6,住家用,鋼筋混凝土造,4,1080805,0,一層;二層;三層;四層,,,中興路64巷117弄31~60號,燕巢區,燕西段
買賣,土地,4,,,,,,Y,,10600000,,,,N,1081014,,21,2531,335.08,住,,,,,,,,,,,,瓊興段751~780地號,燕巢區,瓊興段
買賣,土地,1,,,,,,Y,,19420211,19420211,,,N,1081220,,21,2503,4709,,一般農業區,農牧用地,,,,,,,,,,湖子內段121~150地號,燕巢區,湖子內段
買賣,房地(土地+建物),1,1,,2,2,2,Y,透天厝,3600000,,,,N,1081115,,21,2523,71.27,住,,,76.2,住家用,加強磚造,2,691103,39,一層;二層,,,中華路328巷26弄1~30號,燕巢區,燕北段
買賣,房地(土地+建物),1,1,,4,2,3,Y,透天厝,4020000,,,,N,1081220,,21,2531,81.97,住,,,132.75,住家用,鋼筋混凝土造,3,801020,28,一層;二層;三層,,,瓊林路61~90號,燕巢區,瓊興段
買賣,土地,1,,,,,,Y,,190000,190000,,,N,1081105,無連外道路,21,2500,378,,山坡地保育區,農牧用地,,,,,,,,,,千秋寮段211~240地號,燕巢區,千秋寮段
買賣,土地,1,,,,,,Y,,13694000,13694000,,,N,1081203,,21,2503,4151,,一般農業區,農牧用地,,,,,,,,,,湖子內段331~360地號,燕巢區,湖子內段
買賣,土地,1,,,,,,Y,,176444,176444,,,N,1081205,本案為協議價購案件,21,2541,43.04,,山坡地保育區,交通用地,,,,,,,,,,興龍段721~750地號,燕巢區,興龍段
買賣,房地(土地+建物),2,1,,4,2,4,Y,透天厝,8320000,3744000,4576000,,N,1081202,,21,2521,64.61,住,,,163.89,見其他登記事項,鋼筋混凝土造,4,1080130,1,一層;二層;三層;四層,,,中興路64巷117弄31~60號,燕巢區,燕西段
買賣,房地(土地+建物),1,1,,4,2,4,Y,透天厝,12500000,5625000,6875000,,N,1081202,,21,2521,99.94,住,,,216.62,住家用,鋼筋混凝土造,4,1080116,1,一層;二層;三層;四層,,,中興路64巷117弄1~30號,燕巢區,燕西段
買賣,房地(土地+建物),2,1,,5,2,4,Y,透天厝,11420000,5710000,5710000,,N,1081202,,21,2521,91.89,住,,,192.16,住家用,鋼筋混凝土造,4,1080805,0,一層;二層;三層;四層,,,中興路64巷117弄61~90號,燕巢區,燕西段
買賣,房地(土地+建物),2,1,,5,2,4,Y,透天厝,11500000,5750000,5750000,,N,1081202,,21,2521,91.99,住,,,192.16,住家用,鋼筋混凝土造,4,1080805,0,一層;二層;三層;四層,,,中興路64巷117弄61~90號,燕巢區,燕西段
買賣,房地(土地+建物),2,1,,5,2,4,Y,透天厝,11300000,5650000,5650000,,N,1081210,,21,2521,91.94,住,,,192.16,住家用,鋼筋混凝土造,4,1080805,0,一層;二層;三層;四層,,,中興路64巷117弄61~90號,燕巢區,燕西段
買賣,土地,1,,,,,,Y,,7200000,7200000,,,N,1080418,與丁建併同移轉.,21,2536,1940.37,,一般農業區,農牧用地,,,,,,,,,,代天府段181~210地號,燕巢區,代天府段
買賣,房地(土地+建物),1,1,,3,2,2,Y,透天厝,3000000,2400000,600000,,N,1081128,,21,2529,79.71,住,,,104.8,住商用,加強磚造,2,760525,33,一層;二層;騎樓,,,中西路71巷146弄1~30號,燕巢區,瓊東段
買賣,土地,1,,,,,,Y,,88222,88222,,,N,1081205,本案為協議價購案件。,21,2541,21.52,,山坡地保育區,交通用地,,,,,,,,,,興龍段721~750地號,燕巢區,興龍段
買賣,土地,1,,,,,,Y,,88221,88221,,,N,1081205,本案為協議價購案件。,21,2541,21.52,,山坡地保育區,交通用地,,,,,,,,,,興龍段721~750地號,燕巢區,興龍段
買賣,土地,1,,,,,,Y,,176444,176444,,,N,1081205,本案為協議價購案件。,21,2541,43.04,,山坡地保育區,交通用地,,,,,,,,,,興龍段721~750地號,燕巢區,興龍段
買賣,土地,1,,,,,,Y,,176444,176444,,,N,1081205,本案為協議價購案件。,21,2541,43.04,,山坡地保育區,交通用地,,,,,,,,,,興龍段721~750地號,燕巢區,興龍段
買賣,土地,1,,,,,,Y,,176444,176444,,,N,1081205,本案為協議價購案件。,21,2541,43.04,,山坡地保育區,交通用地,,,,,,,,,,興龍段721~750地號,燕巢區,興龍段
買賣,土地,1,,,,,,Y,,176444,176444,,,N,1081205,本案為協議價購案件。,21,2541,43.04,,山坡地保育區,交通用地,,,,,,,,,,興龍段721~750地號,燕巢區,興龍段
買賣,土地,1,,,,,,Y,,176444,176444,,,N,1081205,本案為協議價購案件。,21,2541,43.04,,山坡地保育區,交通用地,,,,,,,,,,興龍段721~750地號,燕巢區,興龍段
買賣,土地,1,,,,,,Y,,176444,176444,,,N,1081205,本案為協議價購案件。,21,2541,43.04,,山坡地保育區,交通用地,,,,,,,,,,興龍段721~750地號,燕巢區,興龍段
買賣,土地,1,,,,,,Y,,176444,176444,,,N,1081205,本案為協議價購案件。,21,2541,43.04,,山坡地保育區,交通用地,,,,,,,,,,興龍段721~750地號,燕巢區,興龍段
買賣,土地,1,,,,,,Y,,44110,44110,,,N,1081205,本案為協議價購案件。,21,2541,10.76,,山坡地保育區,交通用地,,,,,,,,,,興龍段721~750地號,燕巢區,興龍段
買賣,土地,1,,,,,,Y,,44110,44110,,,N,1081205,本案為協議價購案件。,21,2541,10.76,,山坡地保育區,交通用地,,,,,,,,,,興龍段721~750地號,燕巢區,興龍段
買賣,土地,1,,,,,,Y,,44110,44110,,,N,1081205,本案為協議價購案件。,21,2541,10.76,,山坡地保育區,交通用地,,,,,,,,,,興龍段721~750地號,燕巢區,興龍段
買賣,土地,1,,,,,,Y,,44110,44110,,,N,1081205,本案為協議價購案件。,21,2541,10.76,,山坡地保育區,交通用地,,,,,,,,,,興龍段721~750地號,燕巢區,興龍段
買賣,土地,1,,,,,,Y,,19767000,,,,N,1081105,,21,2536,1162,其他,,,,,,,,,,,,代天府段391~420地號,燕巢區,代天府段
買賣,房地(土地+建物),1,1,,4,1,3,Y,透天厝,5020000,,,,N,1081106,含增建或未登記建物。;附家電傢俱。賣方已相當減價出售予買方，買方同意免除賣方物之瑕疵擔保責任。,21,2530,76.73,住,,,152.33,住家用,鋼筋混凝土造,3,820331,27,一層;二層;三層;屋頂突出物,,,瓊招路36巷1~30號,燕巢區,瓊中段
買賣,房地(土地+建物),1,1,,6,2,5,Y,透天厝,19500000,,,,N,1080717,,21,2523,137.43,住,,,305.29,住家用,鋼筋混凝土造,4,1080226,0,一層;二層;三層;四層;屋頂突出物,,,中北路238巷1~30號,燕巢區,燕北段
買賣,土地,1,,,,,,Y,,2492182,2492182,,,N,1081112,應以區段徵收方式辦理，並俟區段徵收開發完成後始得發照建築。,21,2539,313.93,其他,,,,,,,,,,,,中安段691~720地號,燕巢區,中安段
買賣,土地,3,,,,,0,Y,,57111000,57111000,,,N,1080809,,21,2538,7801.84,農,,,,,,,,,,,,海城段241~270地號,燕巢區,海城段
買賣,土地,1,,,,,0,Y,,9552000,9552000,,,N,1080813,細部計畫尚未完成，未能准許依變更後計畫用途使用，現狀作農業使用,21,2536,593.91,其他,,,,,,,,,,,,代天府段451~480地號,燕巢區,代天府段
買賣,土地,1,,,,,0,Y,,800000,800000,,,N,1081114,親友間的交易,21,2518,217.92,,山坡地保育區,農牧用地,,,,,,,,,,尖山段1231~1260地號,燕巢區,尖山段
買賣,房地(土地+建物),1,1,,4,1,2,Y,透天厝,3700000,,,,N,1081020,,21,2528,73.59,住,,,89.2,住家用,加強磚造,2,761225,32,一層;二層,,,中西路70巷20弄1~30號,燕巢區,安北段
買賣,土地,4,,,,,,Y,,1000000,,,,N,1080827,,22,2613,1251.33,,山坡地保育區,農牧用地,,,,,,,,,,古亭坑段151~180地號,田寮區,古亭坑段
買賣,土地,1,,,,,,Y,,10000,10000,,,N,1080923,親友、員工或其他特殊關係間之交易。;農保用。,22,2600,10.67,,山坡地保育區,農牧用地,,,,,,,,,,田寮段451~480地號,田寮區,田寮段
買賣,土地,1,,,,,,Y,,70000,,,,N,1081003,共有人間買賣。,22,2602,176.03,,山坡地保育區,農牧用地,,,,,,,,,,南安老段151~180地號,田寮區,南安老段
買賣,土地,1,,,,,,Y,,2000000,2000000,,,N,1080916,,22,2602,3021.8,,山坡地保育區,林業用地,,,,,,,,,,南安老段571~600地號,田寮區,南安老段
買賣,土地,1,,,,,,Y,,450000,450000,,,N,1081001,,22,2604,619,,山坡地保育區,農牧用地,,,,,,,,,,水蛙潭段151~180地號,田寮區,水蛙潭段
買賣,土地,1,,,,,,Y,,1992800,1992800,,,N,1081007,,22,2607,3647,,山坡地保育區,暫未編定,,,,,,,,,,牛稠埔段91~120地號,田寮區,牛稠埔段
買賣,土地,1,,,,,,Y,,500000,,,,N,1081105,,22,2609,119.67,,一般農業區,農牧用地,,,,,,,,,,狗氳氤段151~180地號,田寮區,狗氳氤段
買賣,土地,1,,,,,,Y,,1500000,,,,N,1081106,,22,2600,2378.09,,山坡地保育區,農牧用地,,,,,,,,,,田寮段481~510地號,田寮區,田寮段
買賣,土地,1,,,,,,Y,,436000,,,,N,1081021,現地無路可抵達,22,2600,1208.16,,山坡地保育區,農牧用地,,,,,,,,,,田寮段481~510地號,田寮區,田寮段
買賣,土地,2,,,,,,Y,,1100000,,,,N,1081002,,22,2600,555,,山坡地保育區,農牧用地,,,,,,,,,,田寮段331~360地號,田寮區,田寮段
買賣,土地,1,,,,,,Y,,750000,750000,,,N,1081023,,22,2607,137,,一般農業區,農牧用地,,,,,,,,,,牛稠埔段271~300地號,田寮區,牛稠埔段
買賣,土地,3,,,,,,Y,,15000000,15000000,,,N,1081116,,22,2613,2531,,山坡地保育區,農牧用地,,,,,,,,,,古亭坑段511~540地號,田寮區,古亭坑段
買賣,土地,1,,,,,,Y,,1156981,,,,N,1081031,,22,2600,2966.62,,山坡地保育區,農牧用地,,,,,,,,,,田寮段1051~1080地號,田寮區,田寮段
買賣,土地,2,,,,,,Y,,61364500,61364500,,,N,1081204,,22,2609,98975,,山坡地保育區,林業用地,,,,,,,,,,狗氳氤段631~660地號,田寮區,狗氳氤段
買賣,土地,9,,,,,,Y,,4297701,4297701,,,N,1081121,,22,2609,6931.78,,森林區,農牧用地,,,,,,,,,,狗氳氤段721~750地號,田寮區,狗氳氤段
買賣,土地,3,,,,,,Y,,80000,80000,,,N,1081127,,22,2602,1739.33,,山坡地保育區,農牧用地,,,,,,,,,,南安老段511~540地號,田寮區,南安老段
買賣,土地,1,,,,,,Y,,180000,180000,,,N,1081125,,22,2600,261.25,,山坡地保育區,農牧用地,,,,,,,,,,田寮段571~600地號,田寮區,田寮段
買賣,土地,1,,,,,,Y,,82490,,,,N,1081120,,22,2607,73,,一般農業區,農牧用地,,,,,,,,,,牛稠埔段361~390地號,田寮區,牛稠埔段
買賣,土地,2,,,,,,Y,,100000,,,,N,1081128,,22,2616,50.72,,鄉村區,乙種建築用地,,,,,,,,,,崇西段301~330地號,田寮區,崇西段
買賣,土地,2,,,,,,Y,,298000,298000,,,N,1081211,,22,2602,578,,山坡地保育區,農牧用地,,,,,,,,,,南安老段241~270地號,田寮區,南安老段
買賣,土地,1,,,,,,Y,,330000,330000,,,N,1081219,,22,2602,1059.1,,山坡地保育區,農牧用地,,,,,,,,,,南安老段121~150地號,田寮區,南安老段
買賣,土地,1,,,,,,Y,,500000,500000,,,N,1081007,,22,2602,4568,,森林區,農牧用地,,,,,,,,,,南安老段61~90地號,田寮區,南安老段
買賣,土地,1,,,,,,Y,,31010,31010,,,N,1081009,,22,2602,96.91,,山坡地保育區,農牧用地,,,,,,,,,,南安老段511~540地號,田寮區,南安老段
買賣,土地,4,,,,,,Y,,1650000,,,,N,1081009,,22,2609,1055.33,其他,,,,,,,,,,,,狗氳氤段61~90地號,田寮區,狗氳氤段
買賣,土地,1,,,,,,Y,,4710,4710,,,N,1081030,,22,2615,235.5,,森林區,林業用地,,,,,,,,,,大崗山段241~270地號,田寮區,大崗山段
買賣,土地,1,,,,,,Y,,108742,108742,,,N,1081030,,22,2615,692.41,,森林區,林業用地,,,,,,,,,,大崗山段241~270地號,田寮區,大崗山段
買賣,土地,3,,,,,,Y,,150000,150000,,,N,1080920,共有人間買賣,22,2609,49.6,其他,,,,,,,,,,,,狗氳氤段61~90地號,田寮區,狗氳氤段
買賣,土地,2,,,,,,Y,,150000,150000,,,N,1080920,共有人間買賣,22,2609,47,其他,,,,,,,,,,,,狗氳氤段61~90地號,田寮區,狗氳氤段
買賣,土地,1,,,,,,Y,,44577,,,,N,1081031,,22,2602,139.3,,山坡地保育區,農牧用地,,,,,,,,,,南安老段511~540地號,田寮區,南安老段
買賣,土地,1,,,,,,Y,,71708,,,,N,1081217,,22,2602,224.1,,山坡地保育區,農牧用地,,,,,,,,,,南安老段511~540地號,田寮區,南安老段
買賣,土地,1,,,,,,Y,,49420,,,,N,1081217,,22,2602,154.45,,山坡地保育區,農牧用地,,,,,,,,,,南安老段511~540地號,田寮區,南安老段
買賣,土地,1,,,,,,Y,,29072,,,,N,1081217,,22,2602,90.85,,山坡地保育區,農牧用地,,,,,,,,,,南安老段511~540地號,田寮區,南安老段
買賣,土地,2,,,,,,Y,,9200000,9200000,,,N,1081212,,22,2600,8385,,山坡地保育區,農牧用地,,,,,,,,,,田寮段631~660地號,田寮區,田寮段
買賣,土地,2,,,,,,Y,,3000000,3000000,,,N,1080923,,23,2713,2386.44,,特定農業區,農牧用地,,,,,,,,,,九鬮段1021~1050地號,阿蓮區,九鬮段
買賣,房地(土地+建物),1,1,,3,2,2,Y,透天厝,3000000,,,,N,1080919,,23,2711,90,住,,,121.04,住商用,加強磚造,2,680730,40,一層;二層;屋頂突出物;騎樓,,,中山路171巷14弄1~30號,阿蓮區,阿蓮段
買賣,土地,1,,,,,,Y,,8334000,8334000,,,N,1080905,,23,2702,2246,,特定農業區,農牧用地,,,,,,,,,,石案潭段1171~1200地號,阿蓮區,石案潭段
買賣,土地,1,,,,,,Y,,8500000,8500000,,,N,1080923,,23,2711,1620,,特定農業區,農牧用地,,,,,,,,,,阿蓮段2611~2640地號,阿蓮區,阿蓮段
買賣,房地(土地+建物),1,1,,3,2,2,Y,透天厝,4500000,,,,N,1081003,,23,2711,82,住,,,115.96,住商用,加強磚造,2,680926,40,一層;二層;屋頂突出物;騎樓,,,民生路138巷31~60號,阿蓮區,阿蓮段
買賣,土地,1,,,,,,Y,,1680000,1680000,,,N,1081005,,23,2723,173.77,,鄉村區,乙種建築用地,,,,,,,,,,青安段931~960地號,阿蓮區,青安段
買賣,土地,1,,,,,,Y,,13969000,13969000,,,N,1080910,,23,2704,1594,,特定農業區,農牧用地,,,,,,,,,,崙子頂段1051~1080地號,阿蓮區,崙子頂段
買賣,土地,2,,,,,,Y,,17980000,17980000,,,N,1080916,,23,2711,2290,農,,,,,,,,,,,,阿蓮段3691~3720地號,阿蓮區,阿蓮段
買賣,房地(土地+建物),1,1,,4,2,4,Y,透天厝,9800000,6370000,3430000,,N,1080611,,23,2711,99,住,,,266.01,住家用,鋼筋混凝土造,4,1080422,0,一層;二層;三層;四層;見其他登記事項,,,中山路154巷1~30號,阿蓮區,阿蓮段
買賣,土地,1,,,,,,Y,,7210000,,,,N,1080821,,23,2711,1350,,特定農業區,農牧用地,,,,,,,,,,阿蓮段3031~3060地號,阿蓮區,阿蓮段
買賣,房地(土地+建物),1,1,,3,1,2,Y,透天厝,3000000,,,,N,1081009,,23,2716,61.96,住,,,85.1,住商用,加強磚造,2,690406,40,一層;二層,,,民族路112巷31~60號,阿蓮區,北蓮段
買賣,土地,1,,,,,,Y,,3600000,3600000,,,N,1080924,,23,2707,753,,一般農業區,農牧用地,,,,,,,,,,31~60地號,阿蓮區,崗山營段一小段
買賣,房地(土地+建物),1,1,,4,1,3,Y,透天厝,6000000,,,,N,1080925,,23,2719,74.9,住,,,155,住家用,鋼筋混凝土造,4,810629,27,一層;二層;三層;四層,,,中正路870巷17弄1~30號,阿蓮區,青蓮段
買賣,房地(土地+建物),1,1,,3,1,1,Y,透天厝,3000000,,,,N,1080814,,23,2711,114.67,,特定農業區,甲種建築用地,63.42,住家用,鋼筋混凝土加強磚造,1,640801,44,一層;騎樓,,,民生路361~390號,阿蓮區,阿蓮段
買賣,土地,1,,,,,,Y,,600000,600000,,,N,1081002,,23,2711,131,,特定農業區,農牧用地,,,,,,,,,,阿蓮段3391~3420地號,阿蓮區,阿蓮段
買賣,房地(土地+建物),2,1,,3,1,1,Y,透天厝,3600000,,,,N,1080929,,23,2723,97.69,,鄉村區,乙種建築用地,63.02,住家用,加強磚造,1,821111,26,一層,,,民生路511~540號,阿蓮區,青安段
買賣,土地,1,,,,,,Y,,850000,850000,,,N,1080628,,23,2707,188.75,,一般農業區,農牧用地,,,,,,,,,,91~120地號,阿蓮區,崗山營段一小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,透天厝,1600000,,,,N,1080915,,23,2717,44.91,住,,,68.76,住家用,加強磚造,2,621219,46,一層;二層,,,忠孝路167巷1~30號,阿蓮區,南蓮段
買賣,建物,,1,,3,2,2,Y,透天厝,1500000,,1500000,,N,1081001,,23,2711,,,,,159.33,住商用,鋼筋混凝土造,3,720420,36,一層;二層;三層;騎樓,,,中山路217巷14弄1~30號,阿蓮區,阿蓮段
買賣,土地,1,,,,,,Y,,2500000,2500000,,,N,1081001,,23,2711,89,住,,,,,,,,,,,,阿蓮段2401~2430地號,阿蓮區,阿蓮段
買賣,土地,1,,,,,,Y,,8270500,,,,N,1080916,,23,2704,2292,,特定農業區,農牧用地,,,,,,,,,,崙子頂段1651~1680地號,阿蓮區,崙子頂段
買賣,房地(土地+建物),4,1,,4,2,3,Y,透天厝,5200000,,,,N,1081004,附家電傢俱。賣方已折讓價金予買方，雙方同意房屋依現況點交，賣方不負屋況滲漏水瑕疵修繕責任，買方同意自行負責。,23,2716,70.82,住,,,188.46,住家用,鋼筋混凝土造,4,820528,26,一層;二層;三層;四層;地下層,,,成功街3巷16弄1~30號,阿蓮區,北蓮段
買賣,土地,3,,,,,,Y,,1296000,1296000,,,N,1081001,,23,2725,361.75,,一般農業區,甲種建築用地,,,,,,,,,,復安段721~750地號,阿蓮區,復安段
買賣,土地,1,,,,,,Y,,2000000,2000000,,,N,1081016,,23,2700,359.92,,特定農業區,農牧用地,,,,,,,,,,中路段2161~2190地號,阿蓮區,中路段
買賣,房地(土地+建物),1,1,,3,2,2,Y,透天厝,4360000,,,,N,1081021,,23,2719,64.17,住,,,75.66,住家用,加強磚造,2,700810,38,一層;二層,,,民生路138巷7弄1~30號,阿蓮區,青蓮段
買賣,土地,1,,,,,,Y,,5269160,5269160,,,N,1080919,,23,2717,133.99,住,,,,,,,,,,,,南蓮段121~150地號,阿蓮區,南蓮段
買賣,土地,3,,,,,,Y,,20000000,,,,N,1081001,,23,2727,7920.4,,一般農業區,農牧用地,,,,,,,,,,541~570地號,阿蓮區,峰崗段
買賣,土地,1,,,,,,Y,,1000000,,,,N,1081028,,23,2723,74.39,,鄉村區,乙種建築用地,,,,,,,,,,青安段931~960地號,阿蓮區,青安段
買賣,土地,1,,,,,,Y,,2680000,,,,N,1081001,,23,2727,763.14,,一般農業區,農牧用地,,,,,,,,,,1111~1140地號,阿蓮區,峰崗段
買賣,土地,1,,,,,,Y,,4500000,,,,N,1081025,,23,2711,693,農,,,,,,,,,,,,阿蓮段3661~3690地號,阿蓮區,阿蓮段
買賣,土地,1,,,,,,Y,,14628859,,,,N,1081008,,23,2706,2027,,特定農業區,農牧用地,,,,,,,,,,崗山營段1201~1230地號,阿蓮區,崗山營段
買賣,土地,1,,,,,,Y,,8534100,,,,N,1080929,,23,2702,2365,,特定農業區,農牧用地,,,,,,,,,,石案潭段1021~1050地號,阿蓮區,石案潭段
買賣,房地(土地+建物),1,1,,3,2,2,Y,透天厝,1200000,,,,N,1080918,,23,2716,55.51,住,,,78.82,住家用,加強磚造,2,671124,41,一層;二層;夾層,,,民族路238巷1弄1~30號,阿蓮區,北蓮段
買賣,房地(土地+建物),1,1,,4,1,1,Y,農舍,7500000,,,,N,1081017,,23,2702,1708,,特定農業區,農牧用地,115.74,農舍,見使用執照,1,890113,20,一層;騎樓,,,石安211~240號,阿蓮區,石案潭段
買賣,房地(土地+建物),2,1,,4,1,5,Y,透天厝,15600000,,,,N,1081009,含未保存登記建物。,23,2719,73.23,其他,,,107.44,住商用,加強磚造,2,620101,47,一層;二層;騎樓,,,中正路631~660號,阿蓮區,青蓮段
買賣,土地,1,,,,,,Y,,6996000,6996000,,,N,1081017,,23,2716,115.62,住,,,,,,,,,,,,北蓮段631~660地號,阿蓮區,北蓮段
買賣,土地,13,,,,,,Y,,7000000,,,,N,1081007,,23,2704,4364.84,,特定農業區,農牧用地,,,,,,,,,,崙子頂段2971~3000地號,阿蓮區,崙子頂段
買賣,土地,1,,,,,,Y,,5000000,,,,N,1081001,,23,2726,4903.01,,一般農業區,農牧用地,,,,,,,,,,中軍段271~300地號,阿蓮區,中軍段
買賣,土地,1,,,,,,Y,,7400000,7400000,,,N,1081018,,23,2704,2475,,特定農業區,農牧用地,,,,,,,,,,崙子頂段2551~2580地號,阿蓮區,崙子頂段
買賣,土地,1,,,,,,Y,,1000000,1000000,,,N,1081022,,23,2725,465.73,,一般農業區,農牧用地,,,,,,,,,,復安段271~300地號,阿蓮區,復安段
買賣,土地,1,,,,,,Y,,1433972,1433972,,,N,1080501,,23,2727,1707.11,,一般農業區,農牧用地,,,,,,,,,,211~240地號,阿蓮區,峰崗段
買賣,土地,1,,,,,,Y,,38152,38152,,,N,1081125,,23,2727,45.42,,一般農業區,農牧用地,,,,,,,,,,211~240地號,阿蓮區,峰崗段
買賣,土地,1,,,,,,Y,,2020000,2020000,,,N,1081006,,23,2723,1616.56,,一般農業區,農牧用地,,,,,,,,,,青安段301~330地號,阿蓮區,青安段
買賣,土地,1,,,,,,Y,,3500000,3500000,,,N,1081115,,23,2704,1190,,特定農業區,農牧用地,,,,,,,,,,崙子頂段1171~1200地號,阿蓮區,崙子頂段
買賣,土地,1,,,,,,Y,,8149000,8149000,,,N,1081001,,23,2704,2080,,特定農業區,農牧用地,,,,,,,,,,崙子頂段1351~1380地號,阿蓮區,崙子頂段
買賣,土地,2,,,,,,Y,,29465700,29465700,,,N,1081002,,23,2704,6213,,特定農業區,農牧用地,,,,,,,,,,崙子頂段1381~1410地號,阿蓮區,崙子頂段
買賣,房地(土地+建物),1,1,,1,1,1,Y,透天厝,2600000,,,,N,1081104,,23,2713,97,,特定農業區,甲種建築用地,68.62,住家用,見其他登記事項,1,,,一層,,,復安211~240號,阿蓮區,九鬮段
買賣,房地(土地+建物),1,1,,5,1,4,Y,透天厝,3800000,,,,N,1081027,,23,2712,82,,一般農業區,甲種建築用地,211.73,住家用,鋼筋混凝土造,4,830527,25,一層;二層;三層;四層,,,中正路16巷1~30號,阿蓮區,阿蓮段一小段
買賣,土地,1,,,,,,Y,,300000,300000,,,N,1080828,,23,2713,15,,鄉村區,乙種建築用地,,,,,,,,,,九鬮段211~240地號,阿蓮區,九鬮段
買賣,土地,1,,,,,,Y,,11118750,11118750,,,N,1081118,,23,2702,2876,,特定農業區,農牧用地,,,,,,,,,,石案潭段1771~1800地號,阿蓮區,石案潭段
買賣,土地,1,,,,,,Y,,4500000,4500000,,,N,1081025,,23,2711,1174,,特定農業區,農牧用地,,,,,,,,,,阿蓮段2791~2820地號,阿蓮區,阿蓮段
買賣,土地,1,,,,,,Y,,130000,130000,,,N,1081118,,23,2709,109,,特定農業區,農牧用地,,,,,,,,,,土庫段1141~1170地號,阿蓮區,土庫段
買賣,房地(土地+建物),1,1,,2,1,1,Y,透天厝,500000,,,,N,1081203,,23,2727,42.42,,一般農業區,甲種建築用地,33.76,住家用,磚造,1,580110,51,一層,,,峰南31~60號,阿蓮區,峰崗段
買賣,房地(土地+建物),1,1,,4,1,1,Y,透天厝,4430000,,,,N,1081122,,23,2719,102.71,住,,,107.94,住商用,加強磚造,2,680212,41,一層;二層;騎樓,,,民權路120巷11弄1~30號,阿蓮區,青蓮段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),3000000,,,,Y,1081126,附家電傢俱。標的物確有滲漏水之情事，賣方已告知買方，買方同意自行修繕，若須修繕產生之費用由買方負擔。賣方已相當減價出售予買方，買方同意免除賣方物之瑕疵擔保責任。,23,2718,14.92,商,,,111.44,見其他登記事項,鋼筋混凝土造,12,840627,24,九層,0,0,中山路72巷1~30號,阿蓮區,和蓮段
買賣,房地(土地+建物),2,1,,5,3,7,Y,透天厝,11300000,,,,N,1081106,,23,2725,351.25,,特定農業區,甲種建築用地,608.88,住商用,鋼筋混凝土造,3,780530,30,一層;二層;三層,,,復安181~210號,阿蓮區,復安段
買賣,房地(土地+建物),2,1,,3,2,5,Y,透天厝,19300000,7550000,11750000,,N,1080903,,23,2716,163.36,住,,,260.64,住家用,鋼筋混凝土造,3,1080925,0,一層;二層;三層;騎樓;見其他登記事項,,,和平路61~90號,阿蓮區,北蓮段
買賣,房地(土地+建物),2,1,,3,2,5,Y,透天厝,19300000,7550000,11750000,,N,1080903,,23,2716,149.88,住,,,260.64,住家用,鋼筋混凝土造,3,1080925,0,一層;二層;三層;騎樓;見其他登記事項,,,和平路61~90號,阿蓮區,北蓮段
買賣,房地(土地+建物),2,1,,3,2,5,Y,透天厝,19900000,7800000,12100000,,N,1070526,,23,2716,149.88,住,,,260.64,住家用,鋼筋混凝土造,3,1080925,0,一層;二層;三層;騎樓;見其他登記事項,,,和平路61~90號,阿蓮區,北蓮段
買賣,土地,1,,,,,,Y,,1604400,,,,N,1081213,,23,2729,149.29,,鄉村區,乙種建築用地,,,,,,,,,,181~210地號,阿蓮區,崙港段
買賣,土地,1,,,,,,Y,,521500,,,,N,1081213,,23,2729,49.27,,鄉村區,乙種建築用地,,,,,,,,,,181~210地號,阿蓮區,崙港段
買賣,房地(土地+建物),1,1,,4,3,4,Y,透天厝,12450000,,,,N,1081119,,23,2723,152.01,,鄉村區,乙種建築用地,250.76,住家用,鋼筋混凝土造,4,1081023,0,一層;二層;三層;四層,,,成功街701巷1~30號,阿蓮區,青安段
